,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy
279,279,2010,England,Hospital,148.0,22,0.149,1.0,1.0,0.136,0.773,0.091,0.091,0.273,0.5,0.136,0.0,0.0273,0.22,0.27,0.3,0.0668,0.0668,0.0319,0.22699999999999998,0.45,0.3,0.2,0.3,0.045,0.0,0.045,0.0,0.182,0.364,0.667,0.667,1.0,1.0,0.33299999999999996,0.33299999999999996,1.0,0.0,0.33299999999999996,1.0,1.0,0.667,0.0
280,280,2010,England,Site,1571.0,213,0.136,0.784,0.804,0.08199999999999999,0.611,0.308,0.1,0.28,0.455,0.166,0.0,0.35,0.02,0.05,0.02,0.0635,0.0529,0.0371,0.302,0.47200000000000003,0.311,0.259,0.295,0.035,0.5,0.0,0.5,0.16399999999999998,0.235,0.903,0.63,0.625,0.33299999999999996,0.627,0.301,0.726,0.214,0.271,0.642,0.878,0.45799999999999996,0.049
281,281,2010,England,Hospital,339.0,50,0.147,0.96,0.878,0.06,0.72,0.22,0.12,0.2,0.64,0.04,0.0,0.08,0.1,0.0,0.01,0.0672,0.061200000000000004,0.0443,0.405,0.449,0.36700000000000005,0.14300000000000002,0.22399999999999998,0.021,0.0,0.122,0.29600000000000004,0.14,0.34,0.867,0.7140000000000001,0.5710000000000001,0.6,0.643,0.563,0.765,0.267,0.2,0.5,0.941,0.8240000000000001,0.0
282,282,2010,England,Site,542.0,85,0.157,0.8809999999999999,0.9059999999999999,0.107,0.667,0.226,0.098,0.171,0.451,0.28,0.0,0.91,0.24,0.22,0.01,0.0645,0.0629,0.0364,0.392,0.31,0.27399999999999997,0.107,0.179,0.15,0.444,0.6,0.738,0.129,0.165,0.8370000000000001,0.73,0.718,0.375,0.667,0.27699999999999997,0.7759999999999999,0.318,0.295,0.625,0.875,0.479,0.026000000000000002
283,283,2010,England,Hospital,382.0,73,0.191,0.889,0.9570000000000001,0.11,0.685,0.205,0.055999999999999994,0.278,0.47200000000000003,0.19399999999999998,0.0,0.51,0.59,0.21,0.08,0.0528,0.0581,0.0392,0.127,0.408,0.268,0.268,0.31,0.08199999999999999,0.667,0.319,0.179,0.17800000000000002,0.28800000000000003,0.8059999999999999,0.742,0.742,0.522,0.767,0.33299999999999996,0.6970000000000001,0.258,0.226,0.7240000000000001,0.9059999999999999,0.594,0.157
284,284,2010,England,Hospital,315.0,59,0.187,0.966,0.9470000000000001,0.017,0.7240000000000001,0.259,0.053,0.21100000000000002,0.474,0.263,0.0,0.011899999999999999,0.2,0.81,0.07,0.0641,0.0636,0.039,0.315,0.42100000000000004,0.368,0.158,0.24600000000000002,0.10300000000000001,0.33299999999999996,0.196,0.226,0.153,0.525,0.95,0.833,0.65,0.385,0.556,0.21100000000000002,0.85,0.22699999999999998,0.364,0.579,0.826,0.545,0.017
285,285,2010,England,Hospital,859.0,81,0.094,0.988,0.95,0.099,0.63,0.272,0.05,0.38799999999999996,0.38799999999999996,0.175,0.0,0.47,0.12,0.02,0.32,0.0646,0.06480000000000001,0.0404,0.284,0.35100000000000003,0.28600000000000003,0.23399999999999999,0.20800000000000002,0.075,0.5,0.15,0.067,0.14800000000000002,0.33299999999999996,0.96,0.708,0.818,0.583,0.909,0.33299999999999996,0.92,0.318,0.455,0.44,0.96,0.68,0.013000000000000001
286,286,2010,England,Hospital,300.0,38,0.127,0.946,0.892,0.053,0.526,0.42100000000000004,0.132,0.21100000000000002,0.368,0.289,0.0,0.79,0.0126,0.0,0.05,0.0581,0.0621,0.045599999999999995,0.5529999999999999,0.395,0.342,0.184,0.237,0.055999999999999994,0.5,0.158,0.132,0.079,0.21100000000000002,0.846,0.833,0.7140000000000001,0.75,0.5,0.5,0.929,0.071,0.35700000000000004,0.857,0.867,0.643,0.0
287,287,2010,England,Hospital,17.0,4,0.235,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.75,0.0,0.0,0.5,0.0131,0.11,0.25,0.07,0.07,0.0175,0.5,0.75,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0
288,288,2010,England,Hospital,465.0,84,0.18100000000000002,0.976,0.95,0.10800000000000001,0.747,0.145,0.083,0.429,0.27399999999999997,0.214,0.0,0.71,0.1,0.04,0.06,0.0603,0.055999999999999994,0.043,0.446,0.23800000000000002,0.131,0.155,0.19,0.10300000000000001,0.875,0.442,0.29600000000000004,0.071,0.214,0.9059999999999999,0.68,0.552,0.684,0.517,0.581,0.871,0.16699999999999998,0.267,0.586,0.75,0.7,0.0
289,289,2010,England,Site,664.0,81,0.122,1.0,0.9,0.128,0.615,0.256,0.063,0.405,0.392,0.139,0.0,0.56,0.22,0.0,0.08,0.0617,0.0587,0.040999999999999995,0.45299999999999996,0.28600000000000003,0.247,0.078,0.195,0.128,0.625,0.228,0.16899999999999998,0.086,0.235,0.9490000000000001,0.75,0.743,0.655,0.595,0.526,0.895,0.158,0.289,0.722,0.9490000000000001,0.8109999999999999,0.037000000000000005
290,290,2010,England,Hospital,400.0,58,0.145,0.818,0.912,0.053,0.579,0.368,0.054000000000000006,0.214,0.536,0.196,0.0,0.43,0.14,0.07,0.05,0.0535,0.0526,0.0455,0.294,0.255,0.196,0.13699999999999998,0.17600000000000002,0.14,0.857,0.182,0.5,0.069,0.31,0.867,0.667,0.813,0.8,0.643,0.5,0.813,0.188,0.43799999999999994,0.688,0.938,0.8,0.0
291,291,2010,England,Hospital,400.0,50,0.125,0.9,0.813,0.044000000000000004,0.8220000000000001,0.133,0.04,0.14,0.72,0.1,0.0,0.8,0.48,0.04,0.0,0.048799999999999996,0.0415,0.0385,0.179,0.289,0.079,0.289,0.105,0.021,1.0,0.435,0.05,0.12,0.26,0.818,0.474,0.55,0.381,0.353,0.409,0.818,0.182,0.273,0.474,0.773,0.545,0.0
292,292,2010,England,Hospital,650.0,86,0.132,0.897,0.767,0.094,0.765,0.141,0.133,0.361,0.373,0.133,0.0,0.66,0.28,0.14,0.05,0.057999999999999996,0.0519,0.0227,0.27399999999999997,0.446,0.324,0.257,0.33799999999999997,0.12,0.8,0.225,0.183,0.07,0.18600000000000003,0.841,0.821,0.7440000000000001,0.667,0.7,0.47700000000000004,0.841,0.295,0.295,0.581,0.907,0.6890000000000001,0.111
293,293,2010,England,Hospital,786.0,88,0.11199999999999999,0.9129999999999999,0.675,0.136,0.593,0.272,0.09300000000000001,0.244,0.512,0.151,0.0,0.47,0.31,0.06,0.0,0.0599,0.0518,0.0338,0.149,0.3,0.188,0.188,0.125,0.094,0.667,0.174,0.115,0.159,0.261,0.9470000000000001,0.789,0.737,0.5,0.889,0.4,0.85,0.33299999999999996,0.222,0.65,1.0,0.611,0.0
294,294,2010,England,Site,788.0,111,0.141,0.991,0.9420000000000001,0.121,0.523,0.355,0.038,0.337,0.5,0.125,0.0,0.5,0.17,0.07,0.25,0.0537,0.0537,0.0304,0.392,0.494,0.322,0.299,0.276,0.253,0.11800000000000001,0.0,0.282,0.10800000000000001,0.23399999999999999,0.73,0.611,0.657,0.444,0.7879999999999999,0.361,0.711,0.243,0.35100000000000003,0.605,0.8,0.529,0.0
295,295,2010,England,Hospital,663.0,96,0.145,0.9470000000000001,0.895,0.07400000000000001,0.66,0.266,0.094,0.33299999999999996,0.396,0.177,0.0,0.0101,0.15,0.49,0.02,0.056900000000000006,0.053099999999999994,0.04019999999999999,0.297,0.355,0.28,0.151,0.215,0.11599999999999999,0.7,0.305,0.175,0.063,0.22899999999999998,0.9690000000000001,0.774,0.7929999999999999,0.5,0.655,0.469,0.813,0.344,0.281,0.71,0.935,0.688,0.0
296,296,2010,England,Hospital,300.0,44,0.147,0.773,0.825,0.047,0.6509999999999999,0.302,0.095,0.33299999999999996,0.429,0.14300000000000002,0.0,0.67,0.18,0.07,0.07,0.0649,0.0558,0.0393,0.33299999999999996,0.28600000000000003,0.214,0.11900000000000001,0.16699999999999998,0.023,0.0,0.091,0.0,0.114,0.22699999999999998,0.9470000000000001,0.706,0.8,0.41700000000000004,0.667,0.4,0.8420000000000001,0.25,0.3,0.833,0.95,0.75,0.0
297,297,2010,England,Hospital,525.0,69,0.131,0.9690000000000001,0.9279999999999999,0.075,0.7609999999999999,0.16399999999999998,0.075,0.284,0.46299999999999997,0.179,0.0,0.28,0.11,0.07,0.04,0.0652,0.058499999999999996,0.0311,0.214,0.531,0.375,0.344,0.313,0.046,0.5,0.12300000000000001,0.048,0.174,0.29,0.9520000000000001,0.778,0.684,0.5710000000000001,0.737,0.368,0.85,0.158,0.316,0.667,0.9520000000000001,0.7,0.06
298,298,2010,England,Hospital,203.0,28,0.138,1.0,0.889,0.037000000000000005,0.778,0.185,0.0,0.14300000000000002,0.5,0.35700000000000004,0.0,0.71,0.07,0.03,0.04,0.0689,0.0646,0.0473,0.33299999999999996,0.36,0.32,0.16,0.16,0.07400000000000001,0.0,0.185,0.0,0.071,0.28600000000000003,1.0,1.0,1.0,1.0,0.4,0.5710000000000001,0.7140000000000001,0.0,0.33299999999999996,0.8,0.833,0.833,0.0
299,299,2010,England,Hospital,350.0,36,0.10300000000000001,0.6940000000000001,0.8059999999999999,0.0,0.636,0.364,0.055999999999999994,0.278,0.556,0.111,0.0,0.0167,0.28,0.58,0.11,0.0672,0.061,0.0349,0.182,0.375,0.344,0.188,0.188,0.094,0.33299999999999996,0.08800000000000001,0.245,0.111,0.278,0.909,0.75,0.75,0.75,0.889,0.2,0.7,0.182,0.364,0.727,0.818,0.5,0.028999999999999998
300,300,2010,England,Hospital,382.0,85,0.223,0.518,0.8190000000000001,0.012,0.7759999999999999,0.212,0.048,0.31,0.488,0.155,0.0,0.35,0.09,0.0,0.24,0.0646,0.0642,0.045899999999999996,0.183,0.37,0.259,0.17300000000000001,0.222,0.048,1.0,0.268,0.636,0.106,0.247,0.875,0.75,0.688,0.455,0.8,0.313,0.75,0.214,0.28600000000000003,0.688,0.938,0.688,0.012
301,301,2010,England,Hospital,97.0,16,0.165,1.0,0.43799999999999994,0.0,0.4,0.6,0.0,0.14300000000000002,0.429,0.429,0.0,0.0159,0.0263,0.02,0.7,0.029500000000000002,0.029500000000000002,0.0369,0.125,0.3,0.1,0.2,0.1,0.063,1.0,0.0,0.0,0.063,0.125,0.833,1.0,0.545,0.14300000000000002,0.9,0.6920000000000001,0.857,0.154,0.154,0.4,0.615,0.667,0.0
302,302,2010,England,Hospital,204.0,49,0.24,1.0,0.804,0.10400000000000001,0.583,0.313,0.111,0.37799999999999995,0.267,0.244,0.0,0.31,0.78,0.49,0.04,0.0661,0.06570000000000001,0.030600000000000002,0.19,0.267,0.156,0.156,0.2,0.133,0.6,0.159,0.098,0.040999999999999995,0.122,0.865,0.7879999999999999,0.813,0.636,0.382,0.6859999999999999,0.865,0.313,0.125,0.515,0.973,0.889,0.0
303,303,2010,England,Hospital,164.0,39,0.23800000000000002,1.0,0.816,0.105,0.684,0.21100000000000002,0.027999999999999997,0.33299999999999996,0.41700000000000004,0.222,0.0,0.0121,0.36,0.13,0.72,0.057300000000000004,0.0572,0.028999999999999998,0.243,0.526,0.289,0.395,0.263,0.16699999999999998,0.0,0.179,0.125,0.10300000000000001,0.205,0.938,0.935,0.903,0.75,0.75,0.5329999999999999,0.8,0.32299999999999995,0.129,0.652,0.818,0.71,0.0
304,304,2010,England,Hospital,328.0,43,0.131,0.9059999999999999,0.833,0.125,0.6,0.275,0.05,0.35,0.425,0.175,0.0,0.011399999999999999,0.19,0.03,0.21,0.0636,0.0632,0.0358,0.47600000000000003,0.344,0.313,0.156,0.313,0.156,0.0,0.243,0.154,0.209,0.256,1.0,0.917,0.7140000000000001,0.9,0.308,0.643,0.929,0.182,0.455,0.833,1.0,0.6920000000000001,0.026000000000000002
305,305,2010,England,Hospital,239.0,37,0.155,0.917,0.765,0.094,0.531,0.375,0.063,0.43799999999999994,0.375,0.125,0.0,0.0146,0.41,0.21,0.09,0.059800000000000006,0.0528,0.0323,0.31,0.294,0.235,0.11800000000000001,0.11800000000000001,0.14300000000000002,0.2,0.19399999999999998,0.026000000000000002,0.054000000000000006,0.135,1.0,0.75,0.7,0.727,0.667,0.5,0.9329999999999999,0.188,0.375,0.6,0.938,0.733,0.027000000000000003
306,306,2010,England,Site,647.0,129,0.19899999999999998,0.8590000000000001,0.8029999999999999,0.062,0.535,0.40299999999999997,0.10300000000000001,0.278,0.46,0.159,0.0,0.25,0.11,0.25,0.42,0.0576,0.0564,0.0464,0.243,0.17,0.057,0.12300000000000001,0.113,0.057999999999999996,1.0,0.0,0.134,0.07,0.147,0.914,0.6,0.5429999999999999,0.727,0.8290000000000001,0.5429999999999999,0.914,0.114,0.171,0.7140000000000001,0.861,0.657,0.008
307,307,2010,England,Hospital,450.0,48,0.107,1.0,0.872,0.083,0.7709999999999999,0.146,0.021,0.271,0.43799999999999994,0.271,0.0,0.0125,0.5,0.0,0.04,0.0642,0.0552,0.0412,0.37799999999999995,0.22899999999999998,0.083,0.188,0.042,0.11900000000000001,0.0,0.122,0.021,0.125,0.25,0.826,0.636,0.682,0.375,0.667,0.364,0.8640000000000001,0.389,0.389,0.409,0.84,0.7140000000000001,0.0
308,308,2010,England,Site,1074.0,197,0.183,0.544,0.797,0.09699999999999999,0.6990000000000001,0.204,0.042,0.363,0.474,0.121,0.0,0.62,0.13,0.03,0.1,0.0633,0.0613,0.032400000000000005,0.342,0.439,0.29600000000000004,0.265,0.27,0.166,0.6,0.0,0.231,0.11199999999999999,0.264,0.72,0.6509999999999999,0.667,0.5760000000000001,0.575,0.42,0.78,0.5,0.261,0.5710000000000001,0.9179999999999999,0.625,0.185
309,309,2010,England,Hospital,345.0,58,0.168,0.778,0.875,0.179,0.536,0.28600000000000003,0.052000000000000005,0.259,0.569,0.121,0.0,0.9,0.21,0.03,0.07,0.068,0.0643,0.0329,0.34700000000000003,0.309,0.16399999999999998,0.2,0.182,0.193,0.909,0.321,0.33899999999999997,0.138,0.155,0.667,0.5710000000000001,0.4,0.6,0.7,0.308,0.6920000000000001,0.35700000000000004,0.214,0.41700000000000004,1.0,0.385,0.055
310,310,2010,England,Hospital,510.0,55,0.10800000000000001,0.9640000000000001,0.9259999999999999,0.111,0.685,0.204,0.0,0.33299999999999996,0.5,0.16699999999999998,0.0,0.51,0.04,0.0,0.02,0.0644,0.0622,0.0431,0.6729999999999999,0.22,0.18,0.12,0.16,0.08199999999999999,0.667,0.245,0.392,0.16399999999999998,0.16399999999999998,0.882,0.882,0.706,0.455,0.75,0.5,0.765,0.353,0.294,0.5,1.0,0.765,0.0
311,311,2010,England,Hospital,401.0,50,0.125,1.0,0.755,0.064,0.574,0.36200000000000004,0.08199999999999999,0.245,0.38799999999999996,0.28600000000000003,0.0,0.26,0.36,0.22,0.06,0.0556,0.056900000000000006,0.0398,0.297,0.41700000000000004,0.306,0.25,0.278,0.043,0.5,0.064,0.512,0.2,0.2,0.875,0.857,0.857,0.25,0.625,0.125,0.75,0.28600000000000003,0.0,0.7140000000000001,0.75,0.5,0.0
312,312,2011,England,Hospital,422.0,60,0.142,0.9309999999999999,0.831,0.083,0.65,0.267,0.083,0.217,0.33299999999999996,0.33299999999999996,0.033,0.011000000000000001,0.17,0.07,0.05,0.069,0.067,0.0478,0.41700000000000004,0.23600000000000002,0.109,0.145,0.145,0.069,0.5,0.155,0.293,0.05,0.233,0.815,0.708,0.565,0.625,0.857,0.39299999999999996,0.7040000000000001,0.185,0.14800000000000002,0.7390000000000001,0.7929999999999999,0.6920000000000001,0.017
313,313,2011,England,Hospital,280.0,28,0.1,1.0,0.929,0.071,0.607,0.321,0.14300000000000002,0.214,0.39299999999999996,0.214,0.036000000000000004,0.36,0.71,0.21,0.33,0.0691,0.0659,0.035699999999999996,0.2,0.5,0.231,0.34600000000000003,0.26899999999999996,0.0,0.6667,0.136,0.273,0.071,0.14300000000000002,0.9129999999999999,1.0,0.75,0.6920000000000001,0.867,0.522,0.9570000000000001,0.261,0.217,0.727,1.0,0.826,0.0
314,314,2011,England,Hospital,242.0,43,0.17800000000000002,1.0,0.9520000000000001,0.047,0.628,0.326,0.09300000000000001,0.302,0.419,0.18600000000000003,0.0,0.51,0.09,0.49,0.02,0.0682,0.0664,0.0388,0.22,0.33299999999999996,0.154,0.205,0.231,0.0,0.0,0.33299999999999996,0.41,0.11599999999999999,0.209,0.875,0.813,0.647,0.545,0.9,0.444,0.8420000000000001,0.188,0.5,0.688,0.8240000000000001,0.625,0.0
315,315,2011,England,Hospital,350.0,40,0.114,1.0,0.95,0.079,0.737,0.184,0.075,0.325,0.425,0.175,0.0,0.0103,0.48,0.05,0.13,0.0661,0.0659,0.0383,0.275,0.359,0.179,0.231,0.128,0.086,0.33299999999999996,0.135,0.27,0.05,0.25,0.958,0.8640000000000001,0.789,0.667,0.8420000000000001,0.72,0.92,0.391,0.261,0.6,0.88,0.762,0.025
316,316,2011,England,Hospital,524.0,98,0.187,0.7040000000000001,0.792,0.094,0.45799999999999996,0.44799999999999995,0.07200000000000001,0.33,0.433,0.155,0.01,0.2,0.03,0.05,0.09,0.0682,0.059000000000000004,0.0359,0.23199999999999998,0.325,0.22899999999999998,0.18100000000000002,0.18100000000000002,0.122,0.28600000000000003,0.11800000000000001,0.145,0.040999999999999995,0.235,0.92,0.7290000000000001,0.638,0.419,0.735,0.46,0.9,0.271,0.22899999999999998,0.667,0.857,0.7140000000000001,0.062
317,317,2011,England,Hospital,44.0,11,0.25,0.818,0.909,0.0,0.909,0.091,0.0,0.182,0.727,0.091,0.0,0.09,0.15,0.05,0.59,0.0688,0.06,0.0463,0.182,0.375,0.125,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.182,0.857,0.8,0.833,0.0,0.0,0.0,0.28600000000000003,0.16699999999999998,0.33299999999999996,0.2,0.7140000000000001,0.14300000000000002,0.0
318,318,2011,England,Hospital,616.0,82,0.133,0.988,0.875,0.099,0.63,0.272,0.1,0.363,0.35,0.188,0.0,0.84,0.06,0.01,0.12,0.0694,0.0676,0.0406,0.299,0.34700000000000003,0.16,0.253,0.147,0.078,0.667,0.16899999999999998,0.247,0.085,0.244,0.867,0.8,0.821,0.556,0.9440000000000001,0.483,0.833,0.19399999999999998,0.129,0.679,0.938,0.767,0.0
319,319,2011,England,Site,595.0,108,0.182,0.61,0.67,0.057,0.695,0.248,0.055999999999999994,0.34600000000000003,0.467,0.121,0.009000000000000001,0.69,0.08,0.07,0.11,0.0689,0.0674,0.0438,0.262,0.42,0.25,0.261,0.318,0.036000000000000004,0.5,0.193,0.193,0.037000000000000005,0.139,0.78,0.536,0.392,0.20600000000000002,0.76,0.085,0.621,0.439,0.21100000000000002,0.609,0.7290000000000001,0.32799999999999996,0.154
320,320,2011,England,Hospital,337.0,72,0.214,0.7759999999999999,0.873,0.139,0.653,0.20800000000000002,0.069,0.40299999999999997,0.375,0.153,0.0,0.42,0.22,0.06,0.19,0.0676,0.0559,0.0363,0.441,0.525,0.40700000000000003,0.203,0.271,0.138,1.0,0.294,0.33299999999999996,0.125,0.389,0.81,0.684,0.737,0.611,0.8,0.542,0.875,0.4,0.15,0.857,0.909,0.5710000000000001,0.0
321,321,2011,England,Hospital,343.0,36,0.105,0.882,0.8,0.222,0.528,0.25,0.147,0.353,0.265,0.235,0.0,0.36,0.22,0.03,0.11,0.060599999999999994,0.059699999999999996,0.0321,0.37,0.273,0.152,0.182,0.152,0.115,0.667,0.259,0.259,0.139,0.19399999999999998,0.778,0.882,0.667,0.5710000000000001,0.857,0.47600000000000003,0.81,0.529,0.235,0.778,0.778,0.778,0.0
322,322,2011,England,Hospital,462.0,70,0.152,0.986,0.87,0.114,0.629,0.257,0.043,0.314,0.47100000000000003,0.157,0.013999999999999999,0.41,0.21,0.11,0.07,0.0687,0.0643,0.0394,0.297,0.254,0.19399999999999998,0.10400000000000001,0.075,0.111,0.857,0.435,0.5,0.114,0.214,0.84,0.875,0.75,0.529,1.0,0.593,0.889,0.154,0.26899999999999996,0.818,0.9620000000000001,0.64,0.015
323,323,2011,England,Hospital,303.0,37,0.122,1.0,0.973,0.081,0.703,0.21600000000000003,0.0,0.486,0.34299999999999997,0.14300000000000002,0.028999999999999998,0.49,0.16,0.13,0.06,0.0694,0.066,0.0353,0.4,0.273,0.182,0.121,0.152,0.114,1.0,0.297,0.297,0.135,0.324,0.889,0.722,0.667,0.667,0.778,0.33299999999999996,0.7,0.158,0.42100000000000004,0.765,0.9,0.684,0.054000000000000006
324,324,2011,England,Hospital,371.0,74,0.19899999999999998,0.861,0.905,0.068,0.77,0.162,0.054000000000000006,0.37799999999999995,0.405,0.162,0.0,0.78,0.3,0.18,0.03,0.0689,0.0636,0.0348,0.37799999999999995,0.33799999999999997,0.162,0.25,0.162,0.077,0.6,0.27899999999999997,0.5,0.135,0.257,0.92,0.7859999999999999,0.738,0.5429999999999999,0.857,0.41700000000000004,0.8370000000000001,0.36,0.36,0.63,0.863,0.58,0.0
325,325,2011,England,Site,677.0,95,0.14,0.9890000000000001,0.853,0.084,0.579,0.337,0.053,0.309,0.36200000000000004,0.266,0.011000000000000001,0.53,0.05,0.12,0.05,0.0647,0.0608,0.0432,0.154,0.35100000000000003,0.284,0.21600000000000003,0.23,0.08,0.667,0.095,0.135,0.126,0.242,0.873,0.758,0.75,0.462,0.826,0.485,0.768,0.284,0.254,0.5479999999999999,0.722,0.5589999999999999,0.011000000000000001
326,326,2011,England,Hospital,403.0,58,0.14400000000000002,1.0,0.9470000000000001,0.158,0.772,0.07,0.08800000000000001,0.386,0.439,0.08800000000000001,0.0,0.71,0.34,0.6,0.17,0.0673,0.0635,0.0487,0.268,0.292,0.146,0.16699999999999998,0.10400000000000001,0.17,0.25,0.16699999999999998,0.222,0.155,0.293,0.9440000000000001,0.8440000000000001,0.853,0.579,0.917,0.595,0.8109999999999999,0.22899999999999998,0.2,0.742,0.914,0.778,0.0
327,327,2011,England,Hospital,234.0,37,0.158,1.0,0.973,0.054000000000000006,0.703,0.243,0.054000000000000006,0.162,0.486,0.27,0.027000000000000003,0.0108,0.05,0.27,0.03,0.0672,0.062,0.044500000000000005,0.11800000000000001,0.235,0.20600000000000002,0.17600000000000002,0.20600000000000002,0.094,0.33299999999999996,0.273,0.273,0.027000000000000003,0.10800000000000001,0.7859999999999999,0.9229999999999999,0.654,0.556,0.941,0.48100000000000004,0.893,0.14300000000000002,0.214,0.7829999999999999,0.778,0.519,0.0
328,328,2011,England,Hospital,292.0,63,0.21600000000000003,0.887,0.8390000000000001,0.095,0.667,0.23800000000000002,0.049,0.377,0.41,0.16399999999999998,0.0,0.59,0.19,0.22,0.32,0.0679,0.0649,0.038,0.32,0.27899999999999997,0.098,0.24600000000000002,0.131,0.151,1.0,0.231,0.231,0.079,0.19,0.9520000000000001,0.8809999999999999,0.929,0.818,0.95,0.524,0.909,0.289,0.2,0.5,0.889,0.721,0.0
329,329,2011,England,Hospital,248.0,52,0.21,0.40399999999999997,0.769,0.059000000000000004,0.6859999999999999,0.255,0.078,0.451,0.373,0.078,0.02,0.77,0.31,0.15,0.16,0.0682,0.0666,0.0447,0.41200000000000003,0.36700000000000005,0.245,0.163,0.122,0.10400000000000001,0.8,0.146,0.188,0.17300000000000001,0.17300000000000001,0.7390000000000001,0.524,0.35,0.316,0.7140000000000001,0.52,0.76,0.174,0.304,0.429,0.583,0.542,0.019
330,330,2011,England,Hospital,489.0,86,0.17600000000000002,0.753,0.907,0.081,0.7090000000000001,0.209,0.012,0.306,0.541,0.141,0.0,0.69,0.23,0.15,0.03,0.06860000000000001,0.0583,0.0384,0.381,0.341,0.207,0.23199999999999998,0.134,0.096,0.429,0.048,0.12,0.163,0.29100000000000004,0.875,0.8640000000000001,0.625,0.5,0.722,0.32,0.87,0.308,0.154,0.5379999999999999,0.8079999999999999,0.72,0.0
331,331,2011,England,Hospital,591.0,92,0.156,0.988,0.868,0.11,0.637,0.253,0.055,0.253,0.451,0.242,0.0,0.71,0.07,0.2,0.07,0.0672,0.061399999999999996,0.0437,0.253,0.253,0.22899999999999998,0.06,0.133,0.113,0.778,0.175,0.2,0.054000000000000006,0.12,0.72,0.6,0.52,0.42100000000000004,0.818,0.5,0.731,0.28,0.2,0.75,0.8,0.5379999999999999,0.0
332,332,2011,England,Hospital,197.0,26,0.132,1.0,0.96,0.16,0.68,0.16,0.077,0.5,0.26899999999999996,0.154,0.0,0.69,0.19,0.23,0.03,0.06709999999999999,0.0587,0.0351,0.385,0.304,0.217,0.174,0.304,0.20800000000000002,0.75,0.462,0.5770000000000001,0.231,0.423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
333,333,2011,England,Hospital,219.0,32,0.146,0.968,0.8440000000000001,0.125,0.625,0.25,0.125,0.43799999999999994,0.188,0.25,0.0,0.0152,0.31,0.03,0.09,0.07,0.0692,0.041299999999999996,0.281,0.406,0.344,0.21899999999999997,0.375,0.031,1.0,0.156,0.156,0.156,0.25,0.833,0.7829999999999999,0.818,0.563,0.875,0.56,0.76,0.16699999999999998,0.25,0.522,0.84,0.667,0.0
334,334,2011,England,Hospital,275.0,46,0.16699999999999998,0.935,0.889,0.174,0.5870000000000001,0.239,0.13,0.261,0.391,0.217,0.0,0.7,0.26,0.14,0.03,0.0669,0.061399999999999996,0.0339,0.33299999999999996,0.314,0.2,0.2,0.2,0.146,0.667,0.205,0.205,0.087,0.304,1.0,0.9129999999999999,0.7390000000000001,0.667,0.9329999999999999,0.609,1.0,0.192,0.192,0.7390000000000001,0.846,0.696,0.0
335,335,2011,England,Hospital,421.0,86,0.204,0.976,0.9179999999999999,0.09300000000000001,0.6859999999999999,0.221,0.105,0.267,0.47700000000000004,0.14,0.012,0.72,0.07,0.19,0.26,0.0677,0.0675,0.0435,0.523,0.225,0.188,0.075,0.08800000000000001,0.095,0.5710000000000001,0.467,0.52,0.18600000000000003,0.36,1.0,0.875,0.833,0.867,0.929,0.545,0.9570000000000001,0.16699999999999998,0.20800000000000002,0.826,0.875,0.7829999999999999,0.024
336,336,2011,England,Hospital,543.0,71,0.131,0.986,0.887,0.086,0.7,0.214,0.07200000000000001,0.275,0.46399999999999997,0.188,0.0,0.96,0.45,0.1,0.06,0.0678,0.0643,0.0366,0.314,0.465,0.39399999999999996,0.141,0.225,0.10099999999999999,0.7140000000000001,0.353,0.382,0.19699999999999998,0.29600000000000004,0.7759999999999999,0.721,0.659,0.46399999999999997,0.857,0.521,0.7959999999999999,0.34700000000000003,0.265,0.643,0.76,0.6940000000000001,0.028999999999999998
