,bed,no_of_audits,prevalence_diabetes,percentage_white,percentage_emergency,percentage_mangement,percentage_other_medical,percentage_non_medical,dt1,dt2_insulin,dt2_non_insulin,dt2_diet_only,dt_other,nursing_hours,consultant_hours,dietician_hours,podiatrist_hours,blood_glucose_monitoring_days,appropriate_days,good_diabetes_days,visit_by_specialist_diabetes_team,medication_errors,prescription_errors,management_errors,insulin_errors,admitted_with_foot disease,seen_by_mdft_within_24_hours,foot_risk_assessment_within_24_hours,foot_risk_assessment_within_stay,severe_hypo,minor_hypo,meals_suitable,meals_timing,meals_choice,staff_knowledge_q&a,staff_knowledge_eq,staff_knowledge_collective,overall_satisfaction,patient_reported _unexpected_high,patient_reported_unexpected_low,able_to_take_control_of_care,staff_aware_diabetes,some_or_most_staff_aware_diabetes,renal_replacement
838,463.0,76.0,0.16,0.97,0.85,0.07,0.71,0.23,0.05,0.25,0.57,0.09,0.04,0.87,0.39,0.2,0.64,6.78,6.71,3.52,0.2877,0.8125,0.7292,0.4375,0.3333,0.0658,0.2,0.1739,0.1739,0.0952,0.1351,0.8983485894538652,0.8228,0.7143,0.8486,0.801300465007096,0.4106513443506144,0.9693,0.231237804499394,0.25268492171229257,0.3728,0.8906,0.7524,0.0132
839,825.0,141.0,0.17,0.91,0.91,0.09,0.73,0.18,0.05,0.23,0.42,0.28,0.01,1.49,0.64,0.8,0.55,6.92,6.84,5.05,0.3139,0.2708,0.0833,0.1979,0.1042,0.1206,0.8235,0.3857,0.5,0.0444,0.1571,0.8242904295130092,0.7587,0.6133,0.81,0.8350130651198702,0.3620702036172891,0.9104,0.2981809833978168,0.28842782325955196,0.6113,0.8038,0.583,0.0284
840,744.0,133.0,0.18,0.92,0.82,0.06,0.8,0.14,0.06,0.21,0.38,0.35,0.01,1.39,0.24,1.11,0.41,6.87,6.64,4.99,0.2366,0.4521,0.3014,0.2329,0.3014,0.0763,0.5833,0.9474,0.9549,0.0,0.11199999999999999,0.7835943977650727,0.7695,0.7673,0.904,0.713418602883623,0.3747010153165912,0.8872,0.33742198837288434,0.263551372105305,0.6412,0.8188,0.7011,0.0301
841,495.0,103.0,0.21,0.62,0.76,0.17,0.6,0.23,0.09,0.32,0.42,0.15,0.02,0.74,0.05,0.33,0.96,6.89,6.36,4.44,0.3043,0.4865,0.2432,0.3514,0.3378,0.1667,0.5714,0.4,0.4235,0.0649,0.2737,0.883233385724126,0.6309,0.4046,0.7356,0.8650224778197859,0.30531591941839215,0.7312,0.24377053345565633,0.2803572061184175,0.251,0.8664,0.4926,0.1386
842,348.0,64.0,0.18,0.98,0.94,0.09,0.77,0.14,0.1,0.26,0.35,0.27,0.02,0.63,0.81,0.31,0.31,6.61,6.44,3.43,1.0,0.1136,0.0455,0.0909,0.0227,0.1639,0.9,0.6724,0.6724,0.1207,0.1639,0.6888580270726334,0.4169,0.5037,0.5881,0.8673971645569325,0.47682176547357624,0.6487,0.26303076944171194,0.2351354033511429,0.4813,0.7516,0.6279,0.0159
843,371.0,67.0,0.18,0.96,0.9,0.03,0.69,0.28,0.03,0.23,0.48,0.25,0.02,0.99,0.6,0.39,0.45,6.84,6.73,5.05,0.8029999999999999,0.2667,0.1333,0.1778,0.1556,0.0448,0.3333,0.0299,0.0746,0.0159,0.1212,0.8288077730726847,0.7009,0.7217,0.9686,0.6640026712945173,0.450836477185081,0.8963,0.1809573815845435,0.2610025715142077,0.6153,0.9487,0.7873,0.0448
844,808.0,125.0,0.15,0.9,0.7,0.12,0.74,0.14,0.08,0.3,0.42,0.16,0.05,1.34,0.96,0.85,0.36,6.62,5.81,4.12,0.2743,0.4125,0.1875,0.2875,0.275,0.1795,0.5217,0.3274,0.3805,0.1064,0.2212,0.9327512333977102,0.5829,0.5155,0.8035,0.9482244071390858,0.5676146328013303,0.8458,0.2592243987796269,0.30594148103724167,0.6994,0.9407,0.7286,0.1167
845,480.0,125.0,0.26,0.4,0.78,0.15,0.52,0.34,0.04,0.35,0.41,0.15,0.04,2.69,0.62,0.8,0.64,6.7,6.63,4.96,0.8640000000000001,0.2913,0.1262,0.1942,0.165,0.1789,0.9048,0.375,0.8,0.1034,0.187,0.9659515300479858,0.5146,0.3663,0.8719,0.8808286296066441,0.4502646022554208,0.9019,0.2029825695099389,0.2613255783750187,0.5892,0.8736,0.5735,0.17600000000000002
846,521.0,75.0,0.14,0.83,0.89,0.13,0.49,0.38,0.01,0.28,0.49,0.2,0.01,1.13,0.0,0.33,0.44,6.78,6.3,4.87,0.3871,0.28,0.16,0.22,0.16,0.1408,0.8,0.5352,0.5775,0.1,0.2609,0.8929135675476129,0.4338,0.4164,0.7919,0.7997676568364122,0.43623202109877296,0.804,0.24558744724734693,0.3370941723525376,0.5478,0.8099,0.6402,0.0
847,591.0,87.0,0.15,0.86,0.92,0.05,0.49,0.46,0.09,0.23,0.48,0.15,0.06,1.61,0.37,0.07,0.21,5.89,5.33,3.75,0.2338,0.5397,0.4286,0.3016,0.3016,0.069,0.0,0.0349,0.0465,0.0339,0.1304,0.7742898970197786,0.593,0.4094,0.6936,0.8629125474887244,0.5231965891775916,0.7364,0.2627259334271605,0.20345480907539032,0.5449,0.74,0.5291,0.0581
848,357.0,28.0,0.08,0.93,0.96,0.14,0.75,0.11,0.19,0.33,0.3,0.15,0.04,3.11,1.46,0.0,1.14,6.51,5.93,3.86,0.6667,0.7222,0.4444,0.4444,0.6111,0.0357,0.5,0.0741,0.1852,0.4,0.3333,0.9853219618161718,0.665,0.5799,0.9551,0.9383771465450503,0.40564832832790626,0.9248,0.22672053597732347,0.2560764918532531,0.4781,1.0,0.6984,0.2857
849,430.0,56.0,0.13,0.91,0.79,0.04,0.62,0.35,0.06,0.19,0.48,0.2,0.07,0.86,0.93,0.14,0.36,6.82,6.67,4.2,0.4,0.3514,0.2432,0.2703,0.2162,0.0727,0.4,0.1455,0.1818,0.1333,0.1765,0.95875629736994,0.6216,0.6536,0.8186,0.896902258510964,0.4515219539795805,0.7612,0.16916954098493628,0.31776048029764364,0.6639,0.8853,0.7172,0.0
850,503.0,92.0,0.18,0.93,0.84,0.16,0.67,0.16,0.07,0.41,0.31,0.19,0.02,3.23,0.55,0.28,0.26,6.83,6.59,4.02,0.5114,0.3867,0.2267,0.2,0.2667,0.2308,0.0455,0.2667,0.2778,0.0805,0.2184,0.8782466942309369,0.6147,0.3379,0.978,0.8569309633480469,0.3969495218438733,0.9458,0.29260534731924775,0.295695305431575,0.5041,0.9129999999999999,0.5489999999999999,0.1522
851,593.0,99.0,0.17,0.96,0.96,0.08,0.75,0.16,0.04,0.27,0.53,0.16,0.0,1.31,1.13,0.25,0.09,6.72,6.27,4.01,0.4382,0.6029,0.4853,0.2794,0.25,0.0625,0.25,0.2165,0.2474,0.125,0.1429,0.9186361138357476,0.6791,0.5876,0.821,0.5774555770935593,0.3549031403782516,0.6752,0.2936414325982702,0.3165350321395553,0.5179,0.9082,0.5213,0.0
852,636.0,115.0,0.18,0.96,0.84,0.15,0.73,0.12,0.18,0.33,0.31,0.16,0.02,2.28,1.39,0.5,0.5,6.86,6.74,5.27,0.4455,0.1724,0.0345,0.1379,0.1264,0.1304,0.9375,0.8772,0.8772,0.1481,0.1875,0.8238037109961356,0.7121,0.6688,0.8752,0.9179343014588969,0.5324265957541439,0.9192,0.2908383619275807,0.22335073477168463,0.7453,0.9085,0.8178,0.0696
853,661.0,81.0,0.12,0.89,0.76,0.05,0.69,0.26,0.13,0.29,0.45,0.09,0.04,2.3,0.49,0.74,1.07,6.67,6.06,3.88,0.6301,0.2794,0.1471,0.1618,0.1618,0.1026,0.4286,0.4231,0.4872,0.0882,0.1471,0.8853542474606003,0.8067,0.4119,0.9563,0.6468082955640152,0.48314259485277944,0.8733,0.2489772045068105,0.30832841800351146,0.5716,0.9684,0.7353,0.0633
854,385.0,52.0,0.14,1.0,0.81,0.19,0.52,0.29,0.06,0.5,0.15,0.29,0.0,2.79,1.31,0.72,0.37,7.0,7.0,7.0,1.0,0.4444,0.4444,0.0,0.3056,0.2308,1.0,0.9423,0.9423,0.0392,0.1373,0.7949082778134057,0.6559999999999999,0.6523,0.8881,0.6996470468302568,0.29152916595591083,0.7443,0.33469648192952756,0.2974230125017454,0.5089,0.7272,0.5866,0.0192
855,282.0,49.0,0.17,0.51,0.94,0.0,0.84,0.16,0.02,0.24,0.55,0.18,0.0,2.15,0.61,0.8,0.49,6.42,6.35,4.85,0.2041,0.4722,0.2222,0.3056,0.1667,0.0204,0.5,0.5306,0.7143,0.05,0.1818,0.8333755759783261,0.3935,0.3659,0.945,0.6896778982538085,0.5454870506725676,1.0,0.2683969088611364,0.19163971865949525,0.7602,0.847,0.7046,0.0204
856,383.0,48.0,0.13,0.98,0.92,0.06,0.88,0.06,0.02,0.27,0.42,0.27,0.02,3.13,0.88,1.35,0.42,6.98,6.66,5.41,0.5106,0.4583,0.2083,0.3333,0.1667,0.125,0.1667,0.2708,0.3542,0.0667,0.2353,0.8661930004368935,0.6505,0.5489,0.7875,0.5998189191111707,0.3428266517630255,0.8005,0.24652907101713545,0.3242413646906051,0.7119,0.7508,0.5057,0.0
857,301.0,49.0,0.16,0.94,0.92,0.08,0.71,0.2,0.13,0.25,0.4,0.23,0.0,2.09,0.41,0.77,1.43,6.82,6.73,4.72,0.2917,0.3333,0.1944,0.2222,0.25,0.1224,0.5,0.1837,0.2245,0.1667,0.1875,0.9791767058809268,0.7851,0.5411,0.7896,0.9801452295868567,0.31819372422134146,0.8231,0.2741452539026094,0.15625668232013334,0.6923,0.8855,0.3707,0.0
858,330.0,41.0,0.12,0.95,0.76,0.0,0.8,0.2,0.07,0.12,0.56,0.22,0.02,1.37,0.59,0.2,0.29,6.74,6.5,5.43,0.1111,0.2083,0.0833,0.125,0.0,0.0,0.43017930580625197,0.2162,0.3784,0.0313,0.2121,0.9803318710095404,0.5554,0.3052,0.7961,0.80261760545045,0.4789752918951415,0.8889,0.3079331473781234,0.40105093209874315,0.5768,1.0,0.9616,0.0
859,349.0,49.0,0.14,0.98,0.88,0.04,0.92,0.04,0.04,0.29,0.35,0.29,0.02,2.64,1.15,0.86,1.22,6.8,6.62,4.33,0.4318,0.4643,0.2857,0.2857,0.25,0.0222,0.0,0.0889,0.1111,0.1818,0.25,0.8562248789625305,0.6111,0.5920000000000001,0.9422,0.6231612666299117,0.2764644665622557,0.7729,0.09197295423835512,0.34742407301825645,0.5592,0.8251,0.7129,0.0
860,1092.0,158.0,0.14,0.94,0.76,0.09,0.74,0.17,0.04,0.29,0.44,0.16,0.08,0.8,0.17,0.27,0.03,6.82,6.66,5.56,0.3987,0.3917,0.2167,0.225,0.2333,0.1076,0.8824,0.6494,0.6688,0.0703,0.2252,0.7793138841833123,0.5876,0.5338,0.7649,0.7765999563877451,0.5198616401769101,0.8428,0.2698487563566768,0.25062093709898314,0.6483,0.802,0.6642,0.019
861,487.0,87.0,0.18,0.92,0.91,0.1,0.77,0.13,0.07,0.33,0.37,0.22,0.01,0.63,0.21,0.09,0.0,6.64,6.54,4.61,0.3125,0.3115,0.1639,0.1803,0.1967,0.0843,0.625,0.1325,0.1566,0.1136,0.0952,0.8767966008910935,0.6874,0.6897,0.8628,0.7518240292952486,0.3146101003542049,0.8622,0.2921896484721643,0.162803480473621,0.6279,1.0,0.8598,0.0235
862,400.0,54.0,0.14,0.98,0.87,0.04,0.65,0.31,0.02,0.42,0.44,0.13,0.0,1.38,0.0,1.39,0.14,6.32,5.54,4.42,0.3962,0.3684,0.2105,0.2105,0.2895,0.0377,0.0,0.1321,0.1698,0.0417,0.1429,0.9281631620986643,0.5605,0.4908,0.8623,0.6189281559376197,0.5062255676580946,0.8464,0.26495004519760734,0.3433576979589337,0.505,0.8182,0.5945,0.0
863,763.0,120.0,0.16,0.53,0.82,0.08,0.71,0.21,0.05,0.34,0.47,0.13,0.01,1.25,0.49,0.72,0.93,6.77,6.53,4.39,0.2393,0.3776,0.2449,0.2653,0.2857,0.0885,0.6667,0.1215,0.1402,0.087,0.1869,0.858109965047085,0.5308,0.3323,0.7606,0.6899144523586911,0.4899210305863589,0.752,0.25382307846886887,0.2283712779382983,0.4707,0.8159,0.5793,0.0833
864,707.0,102.0,0.14,0.88,0.95,0.09,0.75,0.16,0.08,0.24,0.44,0.23,0.01,1.12,0.41,0.33,0.08,6.45,5.82,3.56,0.3838,0.5246,0.2787,0.3607,0.2951,0.05,0.8333,0.0521,0.0729,0.1143,0.2111,0.8191657013345782,0.7716,0.6263,0.7785,0.8775327801888008,0.4442854386279092,0.9537,0.21250055808839238,0.34403674741131074,0.5847,0.8228,0.6459999999999999,0.01
865,307.0,67.0,0.22,0.85,0.86,0.09,0.75,0.16,0.05,0.28,0.44,0.23,0.0,0.45,0.27,0.21,0.45,6.82,6.69,4.84,0.3279,0.48,0.4,0.2,0.32,0.0769,0.5,0.0615,0.0615,0.0455,0.1563,0.771126544548431,0.7338,0.6462,0.8216,0.6175246027847291,0.4544814059570599,0.8242,0.3958724298692794,0.28830264617094425,0.4386,0.9268,0.6151,0.1343
866,220.0,38.0,0.17,0.92,0.94,0.11,0.81,0.08,0.09,0.29,0.38,0.21,0.03,2.49,0.58,0.18,0.99,6.82,6.92,4.84,0.2353,0.25,0.25,0.0,0.25,0.0811,1.0,0.9459,0.9459,0.0556,0.1714,0.9891982192736486,0.8501,0.6758,0.7933,0.7635082561573405,0.5628049563854117,0.7917,0.3051902530357717,0.43836997021426266,0.6079,1.0,0.6738,0.0
867,311.0,59.0,0.19,0.51,0.79,0.17,0.62,0.21,0.04,0.3,0.43,0.23,0.0,1.46,2.37,0.14,0.51,6.7,6.76,4.95,0.3571,0.3846,0.1538,0.3333,0.2821,0.28300000000000003,0.3333,0.3333,0.3725,0.0625,0.1818,0.9461619569367063,0.4694,0.5211,0.8064,0.6800967257131645,0.31142879348951974,0.7106,0.11953479422777506,0.2437413173501293,0.4256,0.759,0.4565,0.0339
868,367.0,72.0,0.2,0.99,0.86,0.08,0.75,0.17,0.1,0.3,0.43,0.17,0.0,0.58,0.32,0.33,0.35,6.69,6.57,4.68,0.4118,0.2364,0.0727,0.1636,0.1818,0.0588,0.75,0.1538,0.1692,0.0667,0.0441,0.88839647390284,0.8025,0.6928,0.8226,0.8653167857671868,0.5059890632080407,0.8824,0.2360807088170933,0.3234063995933991,0.5825,0.9309999999999999,0.6313,0.0139
869,606.0,118.0,0.19,0.95,0.88,0.05,0.74,0.21,0.04,0.24,0.42,0.29,0.02,1.22,0.28,0.04,0.46,6.97,6.5,5.0,0.2348,0.3766,0.1558,0.2857,0.1688,0.0593,0.5,0.3051,0.6017,0.0805,0.1685,0.8424579514565458,0.6128,0.7198,0.7120000000000001,0.691563531724818,0.23892746806087878,0.8021,0.36091760923409905,0.20630956822198374,0.3904,0.8562,0.6004,0.0
870,585.0,107.0,0.18,0.91,0.92,0.12,0.69,0.2,0.06,0.38,0.42,0.14,0.0,1.35,0.62,0.15,0.67,6.65,6.49,4.91,0.5888,0.3976,0.3012,0.2289,0.2169,0.1132,0.9167,0.1887,0.3019,0.0816,0.2178,0.8725757843474269,0.6558,0.5920000000000001,0.6442,0.714944618671857,0.3333271702183229,0.812,0.32836764020744375,0.28184528510551266,0.642,0.9154,0.6954,0.0283
871,400.0,16.0,0.04,1.0,1.0,0.06,0.94,0.0,0.13,0.13,0.44,0.31,0.0,4.06,1.75,1.5,2.63,6.83,6.51,4.4,0.1429,0.3333,0.2222,0.2222,0.0,0.125,0.5,0.1333,0.3333,0.0,0.2143,0.9947084918898081,0.6765,0.7274,1.0,0.960307345445873,0.3719373065735267,0.8594,0.26456473887448156,0.2794069284925996,0.5176,0.8521,0.7115,0.0
872,355.0,33.0,0.09,1.0,0.85,0.12,0.82,0.06,0.03,0.35,0.42,0.16,0.03,4.94,1.52,3.33,1.76,6.92,6.92,4.59,0.2727,0.2593,0.1852,0.0741,0.1111,0.0909,1.0,0.2121,0.3939,0.1538,0.2593,0.9719538261971571,0.9514,0.5208,0.8187,0.8650860315723644,0.44376891902387844,0.8792,0.20383013416945353,0.29162864216234163,0.4874,0.7235,0.5923,0.0
873,164.0,29.0,0.18,0.93,0.55,0.0,0.9,0.1,0.11,0.29,0.43,0.18,0.0,2.97,1.1,0.66,2.97,7.0,7.0,4.32,0.4483,0.25,0.125,0.2083,0.1667,0.069,0.0,0.0,0.0,0.0357,0.2069,0.9793127344026393,0.4979,0.4638,0.8519,0.9449383057303755,0.42373896802401334,0.8979,0.20096342123566235,0.2574622950383091,0.3657,0.9123,0.8007,0.0
874,323.0,59.0,0.18,0.97,0.92,0.0,0.71,0.29,0.08,0.24,0.46,0.19,0.03,2.22,0.47,0.47,0.17,6.88,6.35,3.87,0.2373,0.5102,0.2857,0.3878,0.2653,0.0175,0.0,0.1864,0.2203,0.0976,0.2549,0.9420542751537176,0.634,0.578,0.9535,0.7142891410289391,0.5937145745091361,0.9118,0.22877737859293534,0.20881098306841114,0.7591,0.8957,0.6005,0.0169
875,750.0,58.0,0.08,0.6,0.79,0.04,0.82,0.14,0.07,0.27,0.55,0.09,0.02,2.45,1.38,0.94,1.63,6.87,6.74,3.79,0.1346,0.5333,0.0889,0.4667,0.2889,0.0179,0.0,0.0702,0.0702,0.0625,0.2321,0.6728012079137051,0.5095,0.4306,0.7565,0.7746107680331697,0.5439905321978202,0.9418,0.2617179988992093,0.11155775811429094,0.629,0.889,0.622,0.0
876,868.0,135.0,0.16,0.81,0.9,0.09,0.73,0.17,0.08,0.34,0.4,0.17,0.02,0.74,0.21,0.14,0.11,6.65,6.22,4.14,0.29100000000000004,0.4636,0.2818,0.2909,0.3091,0.0815,0.4167,0.1567,0.2015,0.0879,0.1966,0.9029640315005251,0.5668,0.4078,0.8095,0.8996871068748741,0.3917476785549427,0.7347,0.2472455768433515,0.346612182516895,0.5133,0.7488,0.5393,0.0667
877,652.0,100.0,0.15,0.96,0.93,0.13,0.78,0.09,0.09,0.31,0.43,0.16,0.01,1.59,3.12,0.34,1.3,6.53,6.01,4.35,0.4886,0.28,0.16,0.1733,0.24,0.1224,0.6,0.5408,0.6837,0.09300000000000001,0.2135,0.8578421630960738,0.6275,0.5535,0.6282,0.8213959577099286,0.4441991907539392,0.8706,0.29853604296462816,0.28953243140856444,0.71,0.7434,0.7104,0.0101
878,450.0,72.0,0.16,0.64,0.8,0.13,0.76,0.11,0.04,0.37,0.44,0.11,0.03,2.01,0.93,0.52,0.97,6.86,6.34,4.03,0.3521,0.4138,0.3448,0.2414,0.2414,0.057999999999999996,0.25,0.1304,0.1304,0.04,0.2429,0.9544618060666618,0.4753,0.5111,0.7464,0.8351481327059227,0.3656727836529386,0.8594,0.27028687228125653,0.2636138065139053,0.5591,0.825,0.6999,0.0141
879,348.0,65.0,0.19,1.0,0.89,0.08,0.84,0.08,0.03,0.42,0.32,0.19,0.03,2.85,1.23,0.49,0.49,6.57,6.38,4.75,0.4211,0.5,0.4474,0.1842,0.3684,0.1094,0.7143,0.2373,0.2542,0.1316,0.2308,0.8135573860923667,0.5538,0.5798,0.7807,0.8612566229935285,0.5235840147245153,0.9145,0.32915922226594535,0.09626561500423243,0.4879,0.8752,0.6319,0.0
880,507.0,71.0,0.14,0.97,0.94,0.11,0.69,0.2,0.04,0.29,0.43,0.23,0.0,1.07,0.67,0.2,1.24,6.83,6.37,4.46,0.3,0.2453,0.1698,0.1509,0.1887,0.0845,0.8333,0.2174,0.2899,0.1449,0.2429,0.8310656906441187,0.7023,0.6583,1.0,0.7449324135303363,0.38398832933563354,0.9314,0.1276498040969739,0.18572273880808207,0.6842,0.9009999999999999,0.7051,0.0
881,559.0,83.0,0.15,0.88,0.74,0.04,0.77,0.2,0.06,0.3,0.39,0.15,0.1,2.02,0.37,0.0,0.0,6.8,6.69,4.32,0.2963,0.375,0.1429,0.25,0.2321,0.0244,0.0,0.038,0.0633,0.0405,0.1974,0.9189099504791458,0.6755,0.5289,0.7534,0.7409755838485226,0.48165660298300467,0.8107,0.36870832273571397,0.43993436663062324,0.4247,0.8706,0.6948,0.0122
882,1167.0,199.0,0.17,0.93,0.87,0.07,0.69,0.24,0.06,0.34,0.41,0.16,0.03,1.88,0.34,0.1,0.1,6.85,6.75,4.07,0.4031,0.3741,0.2446,0.2302,0.2302,0.08900000000000001,0.7778,0.3693,0.4318,0.1125,0.2749,0.9191765698404225,0.6548,0.5221,0.6408,0.8488365513108537,0.4965642264858927,0.8277,0.29980009952410536,0.3248823031542544,0.597,0.8075,0.6857,0.0558
883,438.0,98.0,0.22,0.88,0.98,0.08,0.85,0.06,0.08,0.26,0.48,0.18,0.0,0.56,0.37,0.18,0.12,6.83,6.65,4.84,0.5361,0.4531,0.1406,0.375,0.1875,0.0316,0.0,0.0842,0.1263,0.1429,0.1807,0.7200626393917001,0.6056,0.3796,0.8370000000000001,0.7825618123670917,0.48424389009796975,0.8544,0.2339433887878763,0.21884757792161721,0.6332,0.7282,0.5503,0.0
884,442.0,86.0,0.19,0.99,0.96,0.08,0.78,0.14,0.07,0.27,0.37,0.24,0.05,1.8,0.33,0.2,0.34,6.8,6.42,4.72,0.5065,0.3333,0.1296,0.2407,0.1852,0.0353,0.5,0.7059,0.7176,0.0845,0.1711,0.8262218107900642,0.7257,0.6271,0.9152,0.7937201956932659,0.49661279910809775,0.883,0.24547022404181093,0.217746880834766,0.6427,0.8972,0.7461,0.0116
885,309.0,56.0,0.18,0.88,1.0,0.13,0.8,0.07,0.11,0.34,0.32,0.23,0.0,1.21,0.71,0.27,0.07,6.87,6.42,3.69,0.3962,0.375,0.225,0.275,0.325,0.1176,0.6667,0.14,0.22,0.1795,0.2979,0.9444391776230796,0.8012,0.6759999999999999,0.8879,0.7357991118580248,0.3565075348706322,0.7644,0.0712976579408624,0.18976166198422126,0.5974,0.8306,0.5264,0.0179
886,527.0,104.0,0.2,0.89,0.86,0.1,0.78,0.13,0.05,0.29,0.45,0.18,0.03,1.3,0.54,0.24,0.07,6.83,6.78,3.97,0.3173,0.4353,0.2471,0.2118,0.2235,0.0769,0.2857,0.1538,0.2308,0.1348,0.3814,0.9133107001724778,0.6357,0.6703,0.7953,0.7554691448120336,0.45504992513438497,0.807,0.28758938256938593,0.22311343457623622,0.509,0.7782,0.6281,0.0097
887,136.0,42.0,0.31,1.0,0.98,0.05,0.9,0.05,0.05,0.25,0.4,0.28,0.03,1.79,0.36,0.89,0.0,6.83,6.78,5.05,0.1905,0.5161,0.3226,0.3226,0.2903,0.025,0.0,0.0,0.0,0.0488,0.2439,0.9944443313905552,0.6184,0.5545,0.5727,0.8043610004987837,0.45546940568911065,1.0,0.32323239833003437,0.4339062710511269,0.631,0.7653,0.4467,0.0
888,348.0,71.0,0.2,0.72,0.93,0.18,0.62,0.2,0.06,0.24,0.51,0.17,0.01,0.58,0.44,0.25,0.14,6.79,6.23,2.99,0.2143,0.4643,0.0536,0.4464,0.1786,0.1,1.0,0.3,0.3,0.0758,0.1765,0.8905167752700166,0.4903,0.3893,0.7546,0.8408785602630418,0.5306324902304759,0.7440000000000001,0.3603010657845641,0.0789473749070946,0.45299999999999996,0.8849,0.6197,0.0
889,443.0,77.0,0.17,0.96,0.92,0.08,0.72,0.2,0.08,0.25,0.48,0.19,0.0,3.16,1.27,0.29,0.82,6.89,5.88,4.03,0.4507,0.3774,0.2075,0.2453,0.1698,0.0135,0.0,0.2568,0.2973,0.0548,0.1892,0.807577340041615,0.5118,0.6907,0.851,0.8165261800614619,0.49986020783531626,0.83,0.2335697574988775,0.1995247807672738,0.6431,0.7455,0.6378,0.0263
890,220.0,39.0,0.18,1.0,0.97,0.08,0.64,0.28,0.14,0.24,0.35,0.24,0.03,1.38,0.87,0.46,0.31,6.91,6.81,4.57,0.4615,0.5,0.2917,0.25,0.2083,0.0769,0.0,0.0811,0.1622,0.1818,0.25,0.996728534759478,0.5072,0.4099,0.6443,0.7643578132025575,0.5292681738380979,1.0,0.3010630544129896,0.4854218032731925,0.5668,0.6511,0.6108,0.0
891,508.0,104.0,0.2,0.57,0.86,0.08,0.7,0.22,0.06,0.34,0.49,0.11,0.0,1.06,0.77,0.13,0.34,6.78,6.36,3.99,0.27,0.3372,0.1512,0.2209,0.1628,0.0722,0.5714,0.2755,0.3163,0.1111,0.1771,0.9196416012802039,0.4298,0.3325,0.66,0.7940512429649886,0.3810150079251253,0.7788,0.27065011662025257,0.3256904058993986,0.6399,0.8484,0.5912,0.0291
892,186.0,57.0,0.31,0.7,0.84,0.14,0.63,0.23,0.02,0.33,0.42,0.24,0.0,1.7,1.05,2.36,1.05,6.81,6.79,4.98,0.3818,0.3846,0.2051,0.2821,0.2308,0.1053,0.1667,0.1818,0.2182,0.1136,0.2766,0.846007481672642,0.4452,0.3249,0.5753,0.7557492608390017,0.25126196959353975,0.9209999999999999,0.20166254413765883,0.37630345572661217,0.3217,0.8665,0.3668,0.0351
893,392.0,47.0,0.12,0.98,0.87,0.15,0.51,0.34,0.11,0.31,0.38,0.18,0.02,3.89,0.6,0.85,0.43,6.78,5.25,3.65,0.23399999999999999,0.2703,0.2432,0.1351,0.2162,0.1739,0.2857,0.413,0.4348,0.0833,0.1795,0.8249467478335993,0.5589999999999999,0.4485,0.9046,0.6664538469694448,0.37290740356469665,0.8168,0.35637041219614235,0.3018331196273779,0.6295,0.9395,0.8727,0.0435
894,500.0,71.0,0.14,1.0,0.96,0.07,0.8,0.13,0.15,0.41,0.26,0.18,0.0,1.37,0.69,1.16,0.2,7.0,6.77,4.68,0.381,0.617,0.4043,0.4255,0.4681,0.1014,0.875,0.5,0.5143,0.1429,0.209,0.8217748303254065,0.5073,0.5479,0.8876,0.7853873038380518,0.46395638322896504,0.9288,0.2433495916378886,0.35415578670457254,0.8018,0.8322,0.5797,0.0141
895,443.0,64.0,0.14,0.95,0.9,0.05,0.83,0.13,0.05,0.41,0.3,0.24,0.0,2.63,0.66,0.3,0.38,6.95,6.91,4.48,0.6557,0.2571,0.0286,0.2571,0.2286,0.0952,0.3333,0.2222,0.254,0.0909,0.15,0.9357668058347836,0.5391,0.4423,0.825,0.911626032630914,0.5516971527076393,0.8007,0.16623987262047304,0.1434972333345005,0.46799999999999997,0.8385,0.7628,0.0313
896,382.0,61.0,0.16,1.0,0.75,0.07,0.78,0.15,0.11,0.13,0.38,0.36,0.02,2.19,0.57,0.16,0.33,6.59,6.36,5.58,0.377,0.1923,0.0769,0.1538,0.1154,0.0833,1.0,0.3833,0.5,0.12,0.1698,0.8736576499685899,0.7967,0.7376,1.0,0.8995187204608267,0.3547737781132934,0.8715,0.1800878607586913,0.15927603163328957,0.5273,0.946,0.9094,0.0
897,750.0,85.0,0.11,0.89,0.8,0.04,0.73,0.23,0.05,0.19,0.41,0.16,0.19,2.42,1.41,1.18,1.11,6.4,5.41,3.74,0.3293,0.4407,0.2712,0.2373,0.2712,0.0976,0.7,0.1605,0.1852,0.1746,0.2121,0.8327029929001443,0.5123,0.35600000000000004,0.8728,0.7926752885412452,0.4175953505375705,0.7585,0.30379445887058054,0.2920654986764683,0.6075,0.8865,0.6043,0.0244
898,315.0,53.0,0.17,0.98,0.94,0.09,0.77,0.13,0.06,0.37,0.44,0.13,0.0,0.94,0.42,0.23,0.49,6.83,6.44,3.98,0.42,0.4348,0.1304,0.3478,0.2391,0.1154,0.8,0.1538,0.2692,0.1042,0.3269,0.908784422594505,0.5566,0.3418,1.0,0.752874778355105,0.36225052763133897,0.9442,0.07337372512420964,0.15156467976398813,0.5479999999999999,0.895,0.3977,0.0
